"역코드","역명","승강기명","운행구간","설치위치","운행상태","승강기 구분"
"224","서초","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 9-1","사용가능","EV"
"224","서초","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"224","서초","엘리베이터 외부 2호기","B1(대합실)~지상","4번출구","사용가능","EV"
"225","방배","에스컬레이터 1호기","지상~B1(대합실)","4번출구","사용가능","ES"
"225","방배","에스컬레이터 2호기","B1(대합실)~지상","4번출구","사용가능","ES"
"225","방배","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 8-3","사용가능","EV"
"225","방배","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 3-1","사용가능","EV"
"225","방배","엘리베이터 외부 1호기","B1(대합실)~지상","3번출구","사용가능","EV"
"226","사당(2)","에스컬레이터 10호기","B1(대합실)~지상","14번출구","사용가능","ES"
"226","사당(2)","에스컬레이터 11호기","지상~B1(대합실)","5번출구","사용가능","ES"
"226","사당(2)","에스컬레이터 12호기","B1(대합실)~지상","5번출구","사용가능","ES"
"226","사당(2)","에스컬레이터 1호기","B1(대합실)~B2(승강장)","외선 3-3","사용가능","ES"
"226","사당(2)","에스컬레이터 2호기","B2(승강장)~B1(대합실)","외선 3-3","사용가능","ES"
"226","사당(2)","에스컬레이터 3호기","B1(대합실)~B2(승강장)","외선 8-1","사용가능","ES"
"226","사당(2)","에스컬레이터 4호기","B1(대합실)~B2(승강장)","내선 3-3","사용가능","ES"
"226","사당(2)","에스컬레이터 5호기","B2(승강장)~B1(대합실)","내선 3-3","사용가능","ES"
"226","사당(2)","에스컬레이터 6호기","B2(승강장)~B1(대합실)","","사용가능","ES"
"226","사당(2)","에스컬레이터 7호기","B1(4호선환승)~B2(승강장)","내선 8-1","사용가능","ES"
"226","사당(2)","에스컬레이터 8호기","B2(승강장)~B1(4호선환승)","내선 8-1","사용가능","ES"
"226","사당(2)","에스컬레이터 9호기","지상~B1(대합실)","14번출구","사용가능","ES"
"226","사당(2)","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식(외선-교대행) 4-4","사용가능","EV"
"226","사당(2)","엘리베이터 외부 1호기","B1(대합실)~지상","14번출구","사용가능","EV"
"226","사당(2)","엘리베이터 외부 2호기","B1(대합실)~지상","6번출구","사용가능","EV"
"227","낙성대","에스컬레이터 1호기","지상~B1(대합실)","4번출구","사용가능","ES"
"227","낙성대","에스컬레이터 2호기","B1(대합실)~지상","4번출구","사용가능","ES"
"227","낙성대","에스컬레이터 3호기","지상~B1(대합실)","1번출구","사용가능","ES"
"227","낙성대","에스컬레이터 4호기","B1(대합실)~지상","1번출구","사용가능","ES"
"227","낙성대","에스컬레이터 5호기","지상~B1(대합실)","5번출구","사용가능","ES"
"227","낙성대","에스컬레이터 6호기","B1(대합실)~지상","5번출구","사용가능","ES"
"227","낙성대","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 8-2","사용가능","EV"
"227","낙성대","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 3-3","사용가능","EV"
"227","낙성대","엘리베이터 외부 1호기","B1(대합실)~지상","6번출구","사용가능","EV"
"228","서울대입구","에스컬레이터 1호기","B2(승강장)~B1(대합실)","내선(봉천행) 9-1","사용가능","ES"
"228","서울대입구","에스컬레이터 2호기","B1(대합실)~B2(승강장)","내선(봉천행) 6-2","사용가능","ES"
"228","서울대입구","에스컬레이터 3호기","B2(승강장)~B1(대합실)","외선(낙성대행) 5-3","사용가능","ES"
"228","서울대입구","에스컬레이터 4호기","B2(승강장)~B1(대합실)","외선(낙성대행) 9-1","사용가능","ES"
"228","서울대입구","에스컬레이터 5호기","지상~B1(대합실)","3번출구","사용가능","ES"
"228","서울대입구","에스컬레이터 6호기","B1(대합실)~B2(승강장)","3번출구","사용가능","ES"
"228","서울대입구","에스컬레이터 7호기","지상~B1(대합실)","4번출구","사용가능","ES"
"228","서울대입구","에스컬레이터 8호기","B1(대합실)~지상","4번출구","사용가능","ES"
"228","서울대입구","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식-외선(낙성대행) 6-3","사용가능","EV"
"228","서울대입구","엘리베이터 외부 1호기","B1(대합실)~지상","6번출구","사용가능","EV"
"228","서울대입구","엘리베이터 외부2호기","B1(대합실)~지상","2번출구","사용가능","EV"
"229","봉천","에스컬레이터 1호기","B1(대합실)~B2(승강장)","외선(서울대입구행) 5-3","사용가능","ES"
"229","봉천","에스컬레이터 2호기","B2(승강장)~B1(대합실)","내선(신림행) 6-1","사용가능","ES"
"229","봉천","에스컬레이터 3호기","지상~B1(대합실)","3번출구","사용가능","ES"
"229","봉천","에스컬레이터 4호기","B1(대합실)~지상","3번출구","사용가능","ES"
"229","봉천","에스컬레이터 5호기","지상~B1(대합실)","6번출구","사용가능","ES"
"229","봉천","에스컬레이터 6호기","B1(대합실)~지상","6번출구","보수중","ES"
"229","봉천","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선(서울대입구행) 6-3","사용가능","EV"
"229","봉천","엘리베이터 외부 1호기","B1(대합실)~지상","4번출구","사용가능","EV"
"230","신림","에스컬레이터 1호기","B1(대합실)~지상(쇼핑몰)","","사용가능","ES"
"230","신림","에스컬레이터 2호기","B1(대합실)~지상(두산아파트)","2번출구","사용가능","ES"
"230","신림","에스컬레이터 3호기","지상~B1(대합실)","2번출구","사용가능","ES"
"230","신림","에스컬레이터 4호기","지상~B1(대합실)","4번출구","사용가능","ES"
"230","신림","에스컬레이터 5호기","B1(대합실)~지상","4번출구","사용가능","ES"
"230","신림","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식(외/내선 4-4)","사용가능","EV"
"230","신림","엘리베이터 외부 2호기","B1(대합실)~지상","5번출구","사용가능","EV"
"230","신림","엘리베이터 외부1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"231","신대방","에스컬레이터 1호기","F3(승강장)~F2(대합실)","외선 4-3","사용가능","ES"
"231","신대방","에스컬레이터 2호기","F2(대합실)~F3(승강장)","외선 4-3","사용가능","ES"
"231","신대방","에스컬레이터 3호기","F3(승강장)~F2(대합실)","외선 8-3","사용가능","ES"
"231","신대방","에스컬레이터 4호기","F2(대합실)~F3(승강장)","외선 8-3","사용가능","ES"
"231","신대방","에스컬레이터 5호기","F3(승강장)~F2(대합실)","내선 3-1","사용가능","ES"
"231","신대방","에스컬레이터 6호기","F2(대합실)~F3(승강장)","내선 3-1","사용가능","ES"
"231","신대방","에스컬레이터 7호기","F3(승강장)~F2(대합실)","내선 7-1","사용가능","ES"
"231","신대방","에스컬레이터 8호기","F2(대합실)~F3(승강장)","내선 7-1","사용가능","ES"
"231","신대방","엘리베이터 내부 1호기","F2(대합실)~F3(승강장)","외선 3-3","사용가능","EV"
"231","신대방","엘리베이터 내부 2호기","F2(대합실)~F3(승강장)","내선 8-1","사용가능","EV"
"231","신대방","엘리베이터 외부 1호기","지상~F2(대합실)","1번출구","사용가능","EV"
"232","구로디지털단지","에스컬레이터 1호기","상대식(내선)지상~F2","2번출구","사용가능","ES"
"232","구로디지털단지","에스컬레이터 2호기","상대식(내선)F2~지상","2번출구","사용가능","ES"
"232","구로디지털단지","에스컬레이터 3호기","상대식(외선)F2~지상","5번출구","사용가능","ES"
"232","구로디지털단지","에스컬레이터 4호기","상대식(외선)지상~F2","5번출구","사용가능","ES"
"232","구로디지털단지","엘리베이터 내부 1호기","지상~F2(대합실)","내선 3-4","사용가능","EV"
"232","구로디지털단지","엘리베이터 내부 2호기","F2(대합실)~F3(승강장)","외선 7-8","사용가능","EV"
"232","구로디지털단지","엘리베이터 외부 1호기","F2(대합실)~F3(승강장)","6번출구","사용가능","EV"
"233","대림","에스컬레이터 1호기","상대식(내선)F2~지상","1번출구","사용가능","ES"
"233","대림","에스컬레이터 2호기","상대식(내선)지상~F2(대합실)","1번출구","사용가능","ES"
"233","대림","에스컬레이터 3호기","상대식(외선)F2(대합실)~지상","8번출구","사용가능","ES"
"233","대림","에스컬레이터 3호기","지상~F2(대합실)","1번출구","사용가능","ES"
"233","대림","에스컬레이터 4호기","F2(대합실)~지상","1번출구","사용가능","ES"
"233","대림","에스컬레이터 4호기","상대식(외선)지상~F2(대합실)","8번출구","사용가능","ES"
"233","대림","에스컬레이터 5호기","상대식(외선)F2(대합실)~지상","5번출구","사용가능","ES"
"233","대림","에스컬레이터 6호기","상대식(외선)지상~F2(대합실)","5번출구","사용가능","ES"
"233","대림","엘리베이터 내부 1호기","F2(대합실)~F3(승강장)","외선 3-2","사용가능","EV"
"233","대림","엘리베이터 내부 2호기","F2(대합실)~F3(승강장)","내선 8-3","사용가능","EV"
"233","대림","엘리베이터 외부 1호기","지상~F2(대합실)","7번출구","사용가능","EV"
"233","대림","엘리베이터 외부 2호기","지상~F2(대합실)","4번출구","사용가능","EV"
"234","신도림","에스컬레이터 4호기","섬식 B3(승강장)~B2(연결통로)","외선 상행","사용가능","ES"
"234","신도림","에스컬레이터 5호기","상대식 B2(연결통로)~B3(승강장)","외선 하행 4-2","사용가능","ES"
"234","신도림","에스컬레이터 6호기","섬식 B3(승강장)~B2(연결통로)","외선 상행","사용가능","ES"
"234","신도림","에스컬레이터 7호기","상대식 B2(연결통로)~B3(승강장)","외선 하행 5-1","사용가능","ES"
"234","신도림","에스컬레이터 8호기","상대식 B3(승강장)~B2(연결통로)","외선 상행","사용가능","ES"
"234","신도림","에스컬레이터 9호기","상대식 B2~승강장 B3","외선 하행 7-3","사용가능","ES"
"234","신도림","에스켈레이터 1호기","섬식 B3(승강장)~B2(연결통로)","외선상행 7-3","사용가능","ES"
"234","신도림","에스켈레이터 2호기","섬식 B3(승강장)~B2(연결통로)","외선상행 7-3","사용가능","ES"
"234","신도림","에스켈레이터 3호기","섬식 B3(승강장)~B2(1호선환승)","내선상행 4-1","사용가능","ES"
"234","신도림","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식 4-4","사용가능","EV"
"234","신도림","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","섬식3-2","사용가능","EV"
"234","신도림","엘리베이터 외부 1호기","B1(대합실)~F1-F2","1번출구","사용가능","EV"
"234","신도림","엘리베이터 외부 2호기","B1(대합실)~지상","2번출구","사용가능","EV"
"235","문래","에스컬레이터 1호기","지상~B1(대합실)","1번출구","사용가능","ES"
"235","문래","에스컬레이터 2호기","B1(대합실)~지상","1번출구","사용가능","ES"
"235","문래","에스컬레이터 3호기","지상~B1(대합실)","2번출구","사용가능","ES"
"235","문래","에스컬레이터 4호기","B1(대합실)~지상","2번출구","사용가능","ES"
"235","문래","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 7-4","사용가능","EV"
"235","문래","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 4-1","사용가능","EV"
"235","문래","엘리베이터 외부 1호기","B1(대합실)~지상","5번출구","사용가능","EV"
"235","문래","엘리베이터 외부2호기","B1(대합실)~지상","1번출구","사용가능","EV"
"235","문래","엘리베이터-문래역 1번출구측 엘리베이터 외부2호기","~","","사용가능","EV"
"236","영등포구청","에스컬레이터 1호기","지상~B1(대합실)","1번출구","사용가능","ES"
"236","영등포구청","에스컬레이터 2호기","B1(대합실)~지상","1번출구","사용가능","ES"
"236","영등포구청","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 8-4","사용가능","EV"
"236","영등포구청","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 3-1","사용가능","EV"
"236","영등포구청","엘리베이터 외부 1호기","B1(대합실)~지상","2번출구","사용가능","EV"
"237","당산","에스컬레이터 1호기","지상~F2(대합실)","3번출구","사용가능","ES"
"237","당산","엘리베이터 내부 1호기","F2(대합실)~F3(승강장)","외선 8-3","사용가능","EV"
"237","당산","엘리베이터 내부 2호기","F2(대합실)~F3(승강장)","내선 3-2","사용가능","EV"
"237","당산","엘리베이터 외부 1호기","지상~F2(대합실)","4번출구","사용가능","EV"
"238","합정","에스컬레이터 1호기","B2(승강장)~B1(대합실)","외선 4-1","사용가능","ES"
"238","합정","에스컬레이터 2호기","B2(승강장)~B1(대합실)","내선 7-3","사용가능","ES"
"238","합정","에스컬레이터 3호기","지상~B1(대합실)","2번출구","사용가능","ES"
"238","합정","에스컬레이터 4호기","B1(대합실)~지상","2번출구","사용가능","ES"
"238","합정","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 4-1","사용가능","EV"
